"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value","Flag Codes","Flags"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL08","Región del Biobío","F","Mujeres",12.6975714340018,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL09","Región de La Araucanía","_T","Ambos sexos",29.2114870447347,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL09","Región de La Araucanía","M","Hombres",30.9442016922982,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL09","Región de La Araucanía","F","Mujeres",26.7386485362215,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL14","Región de Los Ríos","_T","Ambos sexos",22.4054578407436,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL14","Región de Los Ríos","M","Hombres",24.4106091719068,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL14","Región de Los Ríos","F","Mujeres",19.4381148154556,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL10","Región de Los Lagos","_T","Ambos sexos",20.8840184344454,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL10","Región de Los Lagos","M","Hombres",23.3572273463651,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL10","Región de Los Lagos","F","Mujeres",16.6642315721348,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",13.8657896404105,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",13.3238729175506,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",14.6223703752808,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",5.70474962020982,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",6.8424951313897,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V08","2017 jul-sep","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",4.02344976437004,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","_T","Ambos sexos",17.3132487897081,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","M","Hombres",17.6914479239559,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","F","Mujeres",16.7764429162317,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",21.0695898276875,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL15","Región de Arica y Parinacota","M","Hombres",19.6789362955353,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL15","Región de Arica y Parinacota","F","Mujeres",22.8139998725326,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL01","Región de Tarapacá","_T","Ambos sexos",26.5347630256314,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL01","Región de Tarapacá","M","Hombres",27.7411099533093,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL01","Región de Tarapacá","F","Mujeres",24.6569459349021,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL02","Región de Antofagasta","_T","Ambos sexos",13.2958028228538,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL02","Región de Antofagasta","M","Hombres",13.9732943497846,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL02","Región de Antofagasta","F","Mujeres",12.2277864024801,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL03","Región de Atacama","_T","Ambos sexos",20.3863587584155,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL03","Región de Atacama","M","Hombres",18.5334851368827,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL03","Región de Atacama","F","Mujeres",23.2282034054078,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL04","Región de Coquimbo","_T","Ambos sexos",22.5043149849053,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL04","Región de Coquimbo","M","Hombres",24.0219716205909,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL04","Región de Coquimbo","F","Mujeres",20.2366092342218,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL05","Región de Valparaíso","_T","Ambos sexos",14.734035273654,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL05","Región de Valparaíso","M","Hombres",15.5860724010414,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL05","Región de Valparaíso","F","Mujeres",13.5468975518632,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",15.6052889078333,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL13","Región Metropolitana de Santiago","M","Hombres",14.4758391316246,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL13","Región Metropolitana de Santiago","F","Mujeres",17.0550843477011,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",13.2539918846693,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",13.5105244608876,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",12.8415239963286,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL07","Región del Maule","_T","Ambos sexos",17.4133421956253,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL07","Región del Maule","M","Hombres",19.1593829283862,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL07","Región del Maule","F","Mujeres",14.506226791519,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL16","Región de Ñuble","_T","Ambos sexos",18.752110348049,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL16","Región de Ñuble","M","Hombres",20.5380644985653,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL16","Región de Ñuble","F","Mujeres",15.8123494405297,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL08","Región del Biobío","_T","Ambos sexos",16.3039968100637,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL08","Región del Biobío","M","Hombres",18.3687507384941,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL08","Región del Biobío","F","Mujeres",13.22685083658,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL09","Región de La Araucanía","_T","Ambos sexos",28.6689462499492,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL09","Región de La Araucanía","M","Hombres",30.1116980281554,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL09","Región de La Araucanía","F","Mujeres",26.4748287678749,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL14","Región de Los Ríos","_T","Ambos sexos",23.6082888825444,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL14","Región de Los Ríos","M","Hombres",25.7007179647624,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL14","Región de Los Ríos","F","Mujeres",20.4702477915296,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL10","Región de Los Lagos","_T","Ambos sexos",21.0871129888926,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL10","Región de Los Lagos","M","Hombres",23.1224762938968,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL10","Región de Los Lagos","F","Mujeres",17.6836865023285,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",15.2711764089373,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",15.0918416781753,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",15.5262520333813,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",7.36744438528998,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",9.33254970816111,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V09","2017 ago-oct","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",4.59913769559232,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","_T","Ambos sexos",17.2562015713792,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","M","Hombres",17.6507732689942,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","F","Mujeres",16.698141479864,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",19.7744975388011,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL15","Región de Arica y Parinacota","M","Hombres",19.8697522655425,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL15","Región de Arica y Parinacota","F","Mujeres",19.6550689682657,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL01","Región de Tarapacá","_T","Ambos sexos",25.7654913926708,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL01","Región de Tarapacá","M","Hombres",27.6212540962497,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL01","Región de Tarapacá","F","Mujeres",22.93430258883,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL02","Región de Antofagasta","_T","Ambos sexos",12.262719223549,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL02","Región de Antofagasta","M","Hombres",12.2716378737748,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL02","Región de Antofagasta","F","Mujeres",12.2486996855953,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL03","Región de Atacama","_T","Ambos sexos",20.7246935141598,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL03","Región de Atacama","M","Hombres",19.5019647547995,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL03","Región de Atacama","F","Mujeres",22.6424518002253,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL04","Región de Coquimbo","_T","Ambos sexos",21.9325474758489,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL04","Región de Coquimbo","M","Hombres",22.8762485732646,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL04","Región de Coquimbo","F","Mujeres",20.577032177901,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL05","Región de Valparaíso","_T","Ambos sexos",14.9642015445102,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL05","Región de Valparaíso","M","Hombres",15.9582448986891,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL05","Región de Valparaíso","F","Mujeres",13.597210333672,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",15.5320330032762,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL13","Región Metropolitana de Santiago","M","Hombres",14.3477810222252,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL13","Región Metropolitana de Santiago","F","Mujeres",17.0379379431752,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",13.6902878754234,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",14.5086542637296,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",12.3771927087126,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL07","Región del Maule","_T","Ambos sexos",17.1294785907292,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL07","Región del Maule","M","Hombres",18.5220340672777,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL07","Región del Maule","F","Mujeres",14.7937125187157,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL16","Región de Ñuble","_T","Ambos sexos",20.1209097604554,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL16","Región de Ñuble","M","Hombres",23.3451802990115,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL16","Región de Ñuble","F","Mujeres",14.9203335255216,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL08","Región del Biobío","_T","Ambos sexos",16.5114744781047,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL08","Región del Biobío","M","Hombres",18.3013161881282,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL08","Región del Biobío","F","Mujeres",13.7665927828376,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL09","Región de La Araucanía","_T","Ambos sexos",27.8955548455812,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL09","Región de La Araucanía","M","Hombres",29.5752872826026,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL09","Región de La Araucanía","F","Mujeres",25.2952833255716,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL14","Región de Los Ríos","_T","Ambos sexos",23.5097002638078,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL14","Región de Los Ríos","M","Hombres",25.5075758451683,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL14","Región de Los Ríos","F","Mujeres",20.4719594186534,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL10","Región de Los Lagos","_T","Ambos sexos",21.8162051764522,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL10","Región de Los Lagos","M","Hombres",23.6746973050896,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL10","Región de Los Lagos","F","Mujeres",18.7329557337136,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",15.0739346009519,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",15.8262087537463,,
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",14.021576875968,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"INF_TOSI","Tasa de ocupación en el sector informal  (proyecciones base 2002)","2017-V10","2017 sep-nov","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",7.90653627670766,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
